addr1qxzr7ekep0v8vk6uy6384f2gdy0m0cda7zt0g9h4m7hhxvay6uh8qsgvtmjw6upda0kk5wlte7dcncq4qk7xlfkavj0qstxgup,19968.848596
addr1qx9uwssspx3nuyxskmy4ggt05xcyg6kh6qp5ezeegsnfx9d39hmr7ensurwzygsafy00dhr35tu05agjgss6yl66s74s9tnwyn,19968.848596
addr1q8g0s3jhk2qh3gd4h93vha7quwsly622xfu0sewetvse2fnkrhcg3twadqc4rak6vl06fp7rxnszxyfj7lqnmgxnxx0qvjx5u3,19968.848596
addr1q9rffw85wp8gxdejzyc8rkvu5qfu2han62w4jmw5tjr32ezw9z862s5j0f34mtg00f5lx9025pldq9plf8agknryvq6q89u8dd,19968.848596
addr1qxpyegy2c3l5zzyty8hhdtjf06punfuv2q9agxr2vpu0w9e5f2vnfjurrju9cg0zw94a89h9sw0qvx6ess8t02f6tyrsdxt6mz,19968.848596
addr1qy9tgk8fwl75pehn28ekn3vtfj4kejyjxank2dxnse7fje2lwj7eydqhqqa8x34hy95n06sk5pjapac4xr2hpflpy3nseyeumw,19968.848596
addr1qxvnjhs7wlt8e0v6eteddn7rsl2u7mezewuhjkqrd44usfce0u7tw882juesty6p5kzmk5z9n42453p7l7r38dsnt8lsdw37gx,19968.848596
addr1q8th04zezm60lwzqyc9k0mh7pq6dfyqzs672pq94khsq3smq5qxte0pjlwrgxta73gvm24sga7q65lx9rvxqcr2rvykqs44egy,19968.848596
addr1qy58h339092w0qemcez0yryqztv5fk49559cszk69jdmw3lgzn5ddd47njgnhuarjqq0qfw6sh0c59x3meflaqzj50yssqtmfl,19968.848596
addr1q9cl9ra2egvklqm9fx6pfsfjp2kgczdg7d96kudnyu69ggl6vqm6lv6nxq6z5cmexnmxtsn59fmvm7p29v7md6fdx5csmyc8y3,19968.848596
addr1qxepk0y3jz9w9t98dflgq2qvwnjej8wf59qpqgmy2nu3vd4efndeuzywn464wecduk3nswpa0plyym5p4mgcmdjs3t2qawhsyg,19968.848596
addr1qyrnn3ee0a49n5mjmgsrt4wm5ftjym604wh82rp0k52ug0lx7zsr3jvgyt6cftq88c6vgflkfenct6xk7lu5f3gf6pls56jdw0,19968.848596
addr1q9vyeew4tqxmevswdaqcqg76cyz26x55ptumthcwldrxyx9lkw0u86x08puek6z0pcpdsvh0lyd8wsuf9lvqfhgdc6yqpjvyn8,19968.848596
addr1qyvpvqtt6l6upnpu3gqdqm5estvc22v3nnv0pa84qweadppjnsd6jzpgxs0u4vpeaq3za29k8r3eeglah0xytp5u2zsszpqu5r,19968.848596
addr1qxel7v4vnytwzetz7t3meqfvehp9x2r92waw08pw6tha7jsaxculyl950zaqckza9qly5u8apjq6va77kj2u4dtesr9samv0xw,19968.848596
addr1q83ljy5wgqveuucvc657cc0umr0kcxkrdaz7sf4rw6a4gvxk08860d4lu2tvp3adprx37ezqdzqa7y4jz9mmtpjl7kuq634q36,19968.848596
addr1qxspvdegck7vnd0cyyahx7ag6afhyqwh30dta2xn50h4khhgfuft94v4tpvjrfhjaunn79ctf43q7at6rmeun44wkszq8xu0z6,19968.848596
addr1qxcfx90k9fnearht74z3r0du2uuddmw3ek0fy8x8pemjj5vfpvzznanpx2s54p8ayy6r4qspfy65aryy82d6rkuyk48qt5kwfw,19968.848596
addr1q9mq9j53cvfep3d9gcfcxmrdm7n0vzns98fu3ekq8v3fsea82lcu32hu296uzkcf5ut6gmfn2kgk0rx6yp23l3t0g65svra52d,19968.848596
addr1q86pgmc0z66md0c50p2kh4lcusjdea4ra4ev2jdht37xjd49assu5a334cd7qhrmhfkq677r2hcncce240460xq3drnqmsy7sd,19968.848596
addr1qxfcu8a64063ht9tmaq9alz5r0zqqplknc2mhf260ans0r2z5q20xf47u7w3uqg7e8083xvjgy8ks8xwkjsnwpxtw7esc7k48f,19968.848596
addr1q82kdpjkhlvr6gfuyenm6rzgvc90pc9h5l36k980la9sxz6n6z3akrtn48cqs2lfqs3yyaup3dxvx3f6ucref8hcq5xqxh4kg8,19968.848596
addr1q8f8ql5kq5zd87aq8srchpefdysszx8k57fj3jk2sju9pt8plndfwdms60trlgxq2lxk5aszxukhg2srvqacytnpeukska35pu,19968.848596
addr1qxumqlrqxk7gg4jzfppqvugrxqw2pkgslwxsscmhw6fc825nvdlvq8ttgznkxygs68r8wcy985j2nxm5c7uhx2gld82s940yn9,19968.848596
addr1q9ykeyazze9sdw64x2ydz662pquvaa0leezrmgga9280rqd7sjakgxfkeplvrfwqlp2lq4f2hp6624nknv3s0ta50z5ssg8j9a,19968.848596
addr1qykzd6thjshf2sfl96rkq50dlyscp0xy3g2e63xnyjtyhfzsxwcly049eppgau5qhm04vpz2zrhcc0xr49vwhhfnt6yqt2p3gy,19968.848596
addr1q9k9jdkq9hgcck3aul8hehqgrcer9yldklt2l7h0jcea9vhpddssr298rxv3je9u70jh3x92cy6rptdw5vtfvxj00hqs50l55f,19968.848596
addr1qxvztgd7au6jqjvxpk6qkwpz6q9eultvt5qhfzjzfvwgy6qsv0rt9p8wqrhv4jh436uw4nusyk68d3deq08z50tkanrsewwy8x,19968.848596
addr1qykqlmuztwj2dn8jy9hccmt0s9x6eu7p0suayxf88mnqzuypf4h3zstjhfqclamhvd9cq0mel8vjr9ekkczvu8fp7u7q9xwh79,19968.848596
addr1q87lwdlfuuj0z3ss29sx3e4welzfsw53wf59n7jhsa72vezqc0guhvc2yvpfq43v69gluza9w6uwy7z00q3x6368wgmqecgy2s,19968.848596
